Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
ActionScript,scripts/DefineSprite_6014/frame_7/PlaceObject2_4708_10/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,15,15,0,0,5,340,0
ActionScript,scripts/DefineSprite_4702/frame_2/PlaceObject2_4688_6/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,3,3,0,0,0,95,0
ActionScript,scripts/DefineSprite_6927/frame_1/PlaceObject3_6926_10/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,12,12,0,0,2,202,0
ActionScript,scripts/DefineSprite_5134/frame_6/PlaceObject2_5026_23/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,2,148,0
ActionScript,scripts/DefineSprite_6927/frame_1/PlaceObject2_6926_4/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,12,12,0,0,2,204,0
ActionScript,scripts/DefineSprite_6821/frame_6/PlaceObject2_1602_90/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,1,146,0
ActionScript,scripts/DefineSprite_3877/frame_93/PlaceObject3_3509_11/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,3,275,0
ActionScript,scripts/DefineSprite_6927/frame_1/PlaceObject2_6926_2/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,12,12,0,0,2,204,0
ActionScript,scripts/DefineSprite_6927/frame_1/PlaceObject2_6926_6/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,12,12,0,0,2,204,0
ActionScript,scripts/DefineSprite_3877/frame_93/PlaceObject3_3509_7/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,3,275,0
ActionScript,scripts/DefineSprite_6927/frame_1/PlaceObject2_6926_8/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,12,12,0,0,2,204,0
ActionScript,scripts/DefineSprite_6821/frame_6/PlaceObject2_6219_93/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,3,3,0,0,0,78,0
ActionScript,scripts/DefineSprite_8081/frame_15/PlaceObject3_7328_16/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,5,5,0,0,0,198,0
ActionScript,scripts/DefineSprite_4198/frame_1/PlaceObject3_4197_1/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,24,24,0,0,5,384,0
ActionScript,scripts/DefineSprite_10291/frame_3/PlaceObject2_8522_151/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,3,3,0,0,0,64,0
ActionScript,scripts/DefineSprite_5691/frame_1/PlaceObject2_4994_1/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,3,3,0,0,0,47,0
ActionScript,scripts/DefineSprite_8797/frame_2/PlaceObject2_8762_31/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,2,135,0
ActionScript,scripts/DefineSprite_6821/frame_6/PlaceObject2_1602_85/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,10,10,0,0,1,146,0
ActionScript,scripts/DefineSprite_7379/frame_1/PlaceObject2_7378_2/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,7,7,0,0,2,135,0
ActionScript,scripts/DefineSprite_8081/frame_2/PlaceObject2_2714_3406/CLIPACTIONRECORD onClipEvent(enterFrame).as,CLIPACTIONRECORD onClipEvent(enterFrame).as,39,39,0,0,19,868,0
ActionScript,scripts/DefineSprite_7732/frame_1/PlaceObject3_7720_9/CLIPACTIONRECORD onClipEvent(keyDown).as,CLIPACTIONRECORD onClipEvent(keyDown).as,331,331,0,0,106,10719,0
ActionScript,scripts/DefineSprite_8105/frame_1/PlaceObject2_8083_3/CLIPACTIONRECORD onClipEvent(keyUp).as,CLIPACTIONRECORD onClipEvent(keyUp).as,6,6,0,0,1,96,0
ActionScript,scripts/DefineSprite_5774/frame_6/PlaceObject2_4995_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,40,0
ActionScript,scripts/DefineSprite_7469/frame_10/PlaceObject2_7432_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,88,0
ActionScript,scripts/DefineSprite_3877/frame_56/PlaceObject3_3326_32/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,98,0
ActionScript,scripts/DefineSprite_2997/frame_7/PlaceObject2_2736_73/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_69/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,81,0
ActionScript,scripts/frame_13/PlaceObject2_8254_3676/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,40,0
ActionScript,scripts/frame_13/PlaceObject2_8081_59/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,72,0
ActionScript,scripts/DefineSprite_3877/frame_33/PlaceObject2_3410_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,34,34,0,0,13,682,0
ActionScript,scripts/DefineSprite_3877/frame_34/PlaceObject2_3410_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,13,13,0,0,4,210,0
ActionScript,scripts/frame_13/PlaceObject2_2993_3598/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,44,0
ActionScript,scripts/DefineSprite_6560/frame_2/PlaceObject2_6545_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,39,0
ActionScript,scripts/DefineSprite_3877/frame_29/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_3877/frame_51/PlaceObject2_3410_15/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,9,9,0,0,2,185,0
ActionScript,scripts/DefineSprite_3877/frame_51/PlaceObject3_3326_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,44,0
ActionScript,scripts/DefineSprite_3877/frame_29/PlaceObject3_3326_8/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,8,8,0,0,2,189,0
ActionScript,scripts/DefineSprite_2997/frame_7/PlaceObject2_2736_61/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_93/PlaceObject3_3509_7/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,11,11,0,0,1,168,0
ActionScript,scripts/DefineSprite_3877/frame_93/PlaceObject3_3509_11/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,11,11,0,0,1,168,0
ActionScript,scripts/DefineSprite_3877/frame_29/PlaceObject3_3326_11/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,94,0
ActionScript,scripts/DefineSprite_2997/frame_7/PlaceObject2_2736_19/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_93/PlaceObject3_3326_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,109,0
ActionScript,scripts/DefineSprite_6560/frame_3/PlaceObject2_6549_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,39,0
ActionScript,scripts/DefineSprite_3877/frame_67/PlaceObject3_3326_34/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_3877/frame_67/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,100,0
ActionScript,scripts/DefineSprite_3877/frame_16/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,88,0
ActionScript,scripts/DefineSprite_2997/frame_7/PlaceObject2_2736_49/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_58/PlaceObject3_3326_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,80,0
ActionScript,scripts/DefineSprite_2997/frame_7/PlaceObject2_2736_37/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_2997/frame_11/PlaceObject3_2935_13/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,67,0
ActionScript,scripts/DefineSprite_3877/frame_7/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,92,0
ActionScript,scripts/DefineSprite_3877/frame_60/PlaceObject2_3410_37/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,108,0
ActionScript,scripts/DefineSprite_3877/frame_60/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,44,0
ActionScript,scripts/frame_13/PlaceObject2_8109_3581/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,44,0
ActionScript,scripts/DefineSprite_3877/frame_7/PlaceObject3_3326_8/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,88,0
ActionScript,scripts/DefineSprite_3877/frame_94/PlaceObject2_3410_18/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,86,0
ActionScript,scripts/DefineSprite_6560/frame_4/PlaceObject2_6554_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,39,0
ActionScript,scripts/DefineSprite_3877/frame_32/PlaceObject3_3326_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,45,0
ActionScript,scripts/DefineSprite_2997/frame_6/PlaceObject3_2733_49/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,64,0
ActionScript,scripts/DefineSprite_3877/frame_11/PlaceObject2_3386_11/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,83,0
ActionScript,scripts/DefineSprite_3877/frame_32/PlaceObject2_3410_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,25,25,0,0,10,423,0
ActionScript,scripts/frame_13/PlaceObject2_8447_4170/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,6,6,0,0,4,119,0
ActionScript,scripts/DefineSprite_3877/frame_35/PlaceObject2_3410_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,9,9,0,0,2,148,0
ActionScript,scripts/DefineSprite_3877/frame_11/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_2997/frame_6/PlaceObject3_2736_19/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,61,0
ActionScript,scripts/DefineSprite_3877/frame_95/PlaceObject2_3410_18/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,108,0
ActionScript,scripts/DefineSprite_3877/frame_11/PlaceObject3_3326_8/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,90,0
ActionScript,scripts/frame_13/PlaceObject2_4673_3754/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,75,0
ActionScript,scripts/DefineSprite_2997/frame_6/PlaceObject3_2736_37/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,62,0
ActionScript,scripts/DefineSprite_3877/frame_61/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_2997/frame_1/PlaceObject2_2716_1/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,43,0
ActionScript,scripts/DefineSprite_3877/frame_66/PlaceObject3_3326_34/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,94,0
ActionScript,scripts/DefineSprite_3877/frame_66/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,95,0
ActionScript,scripts/DefineSprite_2997/frame_1/PlaceObject2_2719_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,43,0
ActionScript,scripts/DefineSprite_2997/frame_4/PlaceObject3_2736_50/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,62,0
ActionScript,scripts/DefineSprite_3877/frame_92/PlaceObject3_3326_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,95,0
ActionScript,scripts/DefineSprite_3877/frame_18/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,92,0
ActionScript,scripts/frame_13/PlaceObject2_8280_3727/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,14,14,0,0,7,283,0
ActionScript,scripts/DefineSprite_2997/frame_4/PlaceObject3_2736_66/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,61,0
ActionScript,scripts/DefineSprite_3877/frame_27/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3643_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/DefineSprite_3877/frame_9/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,90,0
ActionScript,scripts/DefineSprite_2997/frame_3/PlaceObject3_2736_50/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,61,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3643_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/DefineSprite_2997/frame_3/PlaceObject3_2736_66/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,61,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3410_37/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,86,0
ActionScript,scripts/DefineSprite_3877/frame_9/PlaceObject3_3326_11/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,8,8,0,0,2,181,0
ActionScript,scripts/DefineSprite_2997/frame_2/PlaceObject3_2750_19/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,67,0
ActionScript,scripts/DefineSprite_2997/frame_5/PlaceObject3_2736_50/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3643_10/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/frame_13/PlaceObject2_10321_9986/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,73,0
ActionScript,scripts/DefineSprite_3877/frame_9/PlaceObject3_3326_8/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,92,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3643_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/DefineSprite_2997/frame_5/PlaceObject3_2935_65/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,66,0
ActionScript,scripts/DefineSprite_3877/frame_59/PlaceObject2_3643_8/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/DefineSprite_3877/frame_20/PlaceObject3_3326_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,94,0
ActionScript,scripts/DefineSprite_3877/frame_50/PlaceObject3_3509_18/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,11,11,0,0,1,168,0
ActionScript,scripts/frame_13/PlaceObject2_2625_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,40,40,0,0,18,1174,0
ActionScript,scripts/DefineSprite_3877/frame_50/PlaceObject3_3326_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,96,0
ActionScript,scripts/DefineSprite_3877/frame_50/PlaceObject3_3326_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/frame_13/PlaceObject2_10339_9980/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,58,0
ActionScript,scripts/frame_13/PlaceObject2_8265_3724/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,10,10,0,0,3,176,0
ActionScript,scripts/DefineSprite_8856/frame_1/PlaceObject2_3412_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,40,0
ActionScript,scripts/DefineSprite_3877/frame_50/PlaceObject3_3509_14/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,11,11,0,0,1,168,0
ActionScript,scripts/DefineSprite_3877/frame_57/PlaceObject3_3636_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,0,148,0
ActionScript,scripts/DefineSprite_3877/frame_74/PlaceObject2_3744_23/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,39,0
ActionScript,scripts/DefineSprite_3877/frame_57/PlaceObject2_3410_9/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,17,17,0,0,6,319,0
ActionScript,scripts/DefineSprite_3877/frame_74/PlaceObject3_3326_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,90,0
ActionScript,scripts/frame_13/PlaceObject2_8105_3549/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,42,0
ActionScript,scripts/DefineSprite_5726/frame_1/PlaceObject3_5725_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,1,107,0
ActionScript,scripts/DefineSprite_3877/frame_68/PlaceObject3_3326_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,95,0
ActionScript,scripts/DefineSprite_3877/frame_73/PlaceObject2_3744_23/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,39,0
ActionScript,scripts/DefineSprite_3877/frame_68/PlaceObject3_3326_31/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,94,0
ActionScript,scripts/DefineSprite_3877/frame_73/PlaceObject3_3326_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/frame_13/PlaceObject2_2656_5/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,40,0
ActionScript,scripts/DefineSprite_2199/frame_2/PlaceObject3_1935_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,29,29,0,0,4,1027,0
ActionScript,scripts/frame_13/PlaceObject2_10321_9978/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,73,0
ActionScript,scripts/DefineSprite_5726/frame_1/PlaceObject3_5725_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,1,107,0
ActionScript,scripts/DefineSprite_3877/frame_87/PlaceObject2_3679_11/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,40,0
ActionScript,scripts/DefineSprite_7044/frame_1/PlaceObject2_6918_106/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,99,99,0,0,24,2116,0
ActionScript,scripts/DefineSprite_3877/frame_87/PlaceObject3_3326_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,93,0
ActionScript,scripts/DefineSprite_7044/frame_1/PlaceObject2_7043_115/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,75,0
ActionScript,scripts/DefineSprite_7044/frame_1/PlaceObject2_6897_2/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,38,0
ActionScript,scripts/DefineSprite_3877/frame_87/PlaceObject3_3326_7/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,99,0
ActionScript,scripts/DefineSprite_5726/frame_1/PlaceObject3_5725_9/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,1,107,0
ActionScript,scripts/DefineSprite_5726/frame_1/PlaceObject3_5725_1/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,1,107,0
ActionScript,scripts/frame_13/PlaceObject2_8110_3589/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,44,0
ActionScript,scripts/DefineSprite_6501/frame_1/PlaceObject2_6478_58/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,59,0
ActionScript,scripts/DefineSprite_5726/frame_1/PlaceObject3_5725_7/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,7,7,0,0,1,107,0
ActionScript,scripts/frame_13/PlaceObject2_8459_4201/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,100,0
ActionScript,scripts/DefineSprite_3877/frame_45/PlaceObject3_3326_3/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,81,0
ActionScript,scripts/DefineSprite_6501/frame_1/PlaceObject3_6354_54/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,4,4,0,0,0,80,0
ActionScript,scripts/DefineSprite_5389/frame_4/PlaceObject2_1602_51/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,80,80,0,0,11,3044,0
ActionScript,scripts/DefineSprite_4858/frame_3/PlaceObject2_4857_4/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,68,0
ActionScript,scripts/DefineSprite_3877/frame_45/PlaceObject3_3326_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,45,0
ActionScript,scripts/DefineSprite_5389/frame_4/PlaceObject2_1602_67/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,80,80,0,0,11,3045,0
ActionScript,scripts/DefineSprite_2994/frame_1/PlaceObject2_2993_14/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,45,0
ActionScript,scripts/DefineSprite_5389/frame_4/PlaceObject2_5377_55/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,24,24,0,0,3,632,0
ActionScript,scripts/DefineSprite_2994/frame_1/PlaceObject2_2736_1/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,3,3,0,0,0,63,0
ActionScript,scripts/DefineSprite_3877/frame_42/PlaceObject2_3410_6/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,5,5,0,0,0,86,0
ActionScript,scripts/DefineSprite_5389/frame_4/PlaceObject2_1602_35/CLIPACTIONRECORD onClipEvent(load).as,CLIPACTIONRECORD onClipEvent(load).as,80,80,0,0,11,3038,0
